abakus;kulram
sovgemak;kammare
sovplats;säng
sovra;skilja åt
sovring;sållning
sovrum;sängkammare
sovsal;logement
spad;buljong
spad;lag
spad;steksaft
spagetti;pasta
spagetti;spaghetti
spaghetti;pasta
spaghetti;spagetti
spak;handtag
spak;reglerhandtag
spana;betrakta
spana;blicka
spana;flukta
spana;hålla utkik efter
spana;iaktta
spana;kika
spana;kolla
spana;sondera
spana;speja
spana;titta
spana in;kolla
spanande;sökande
spaning;sökande
spaning;undersöka
spankulera;flanera
spankulera;gå
spankulera;promenera
spankulera;spatsera
spankulera;strosa
spann;hink
spann;spännvidd
spann;variationsvidd
spann;vid
spann;ämbar
spannmål;brödsäd
spannmål;säd
spara;behålla
spara;bevara
spara;hushålla
spara;lagra
spara;tillvarata
spark;kick
sparka;avskeda
sparka;kicka
sparken;kicken
sparsam;ekonomisk
sparsam;frugal
sparsam;måttlig
spartansk;enkel
spartanskt;enkelt
spasm;kramp
spasm;krampanfall
spasm;ryckning
spatsera;flanera
spatsera;gå
spatsera;knalla
spatsera;promenera
spatsera;spankulera
spatsera;strosa
spatsera;ströva
spatsera;vandra
spatserande;gående
spattsera;gå
spe;hån
spe;smälek
spe;åtlöje
specerier;mat
specialbeställd;skräddarsydd
specialist;expert
specialist;fackman
specialist;sakkunnig
specialitet;expertis
specialitet;inriktning
speciell;egenartad
speciell;egendomlig
speciell;exklusiv
speciell;extraordinär
speciell;konstig
speciell;kufisk
speciell;märkvärdig
speciell;ovanlig
speciell;säregen
speciell;särpräglad
speciell;unik
speciell;viss
speciellt;i synnerhet
speciellt;särskilt
specificera;precisera
specifik;bestämd
speed;amfetamin
speed;fart
spefull;hånfull
spefull;retsam
spegelbild;reflexion
spegla;reflektera
spegla;återge
spegla;återkasta
spegling;reflektering
spegling;reflektion
spegling;reflexion
speja;iaktta
speja;spana
spektakel;ståhej
spektakulär;häpnadsväckande
spektakulär;imponerande
spektakulär;sensationell
spektakulär;uppseendeväckande
spekulant;intressent
spekulation;gissning
spekulera;gissa
spel;game
spel;lek
spel;lockton
spel;parti
spel;spelet
spela;agera
spela;gestalta
spela;leka
spela;lira
spela;låtsa
spela;låtsas
spela;musicera
spela;testa
spela roll;ha betydelse
spelad;låtsad
spelar;lirar
spelar ingen roll;det kvittar
spelare;lirare
spelenhet;spelkonsol
spelet;spel
spelevink;lustigkurre
spelkonsol;spelenhet
spelman;folkmusiker
spelman;musikant
spelman;musiker
spelning;konsert
spelplan;bana
spelrum;rörelsefrihet
spelrum;svängrum
spendera;ge ut
spenslig;finlämmad
spenslig;mager
spenslig;smal
spenslig;tunn
sperma;sagg
sperma;sats
sperma;säd
sperma;sädesvätska
spermasprut;ejakulation
spermasprut;utlösning
spermie;sädescell
spets;tagg
spets;tipp
spets;udd
spetsa;vässa
spetsfundig;fyndig
spetsig;vass
spetälska;lepra
spika;bestämma
spika;fastslå
spika;fastställa
spill;avfall
spill;rest
spill;slöseri
spilla;ödsla
spillning;avföring
spillning;exkrementer
spillra;rest
spillra;skärva
spilta;bås
spinkig;klen
spinkig;mager
spinkig;smal
spinkig;späd
spinna;snurra
spion;agent
spira;ben
spira;stav
spira;växa
spirituell;andlig
spis;häll
spisa;käka
spisa;äta
spjuver;busfrö
spjuver;filur
spjuver;rackare
spjuver;skojare
spjuver;skämtare
spjäla;tvärslå
spjälka;stödja
spjälka;sönderdela
splinta;klyva
split;missämja
split;oenighet
split;osämja
split;splittring
split;söndring
split;tvist
splittra;dela
splittra;klyva
splittra;skilja
splittra;skingra
splittra;söndra
splittrad;delad
splittrad;kluven
splittrade delar;fragment
splittring;delning
splittring;oenighet
splittring;schism
splittring;separation
splittring;split
splittring;sönderfall
splittring;söndring
splittring;tvedräkt
splittring;upplösning
spola;dumpa
spola;kassera
spola;skölja
spole;rulle
spoliera;förstöra
spoliera;sabotera
sponsor;gynnare
sponsra;finansiera
sponsra;stödja
spontan;impulsiv
sporadisk;då och då
sporadisk;enstaka
sporadisk;slumpmässig
sporadisk;tillfällig
sporra;driva
sporra;egga
sporra;hetsa
sporra;peppa
sporra;stimulera
sporra;uppegga
sporra;uppmuntra
sporrande;eggande
sporre;drivkraft
sporre;uppmuntran
sporre;utmaning
sport;idrott
sporta;idrotta
sporta;utöva sport
sporten;idrotten
sporthoj;tävlingscykel
sportig;hurtig
spotlight;strålkastare
spott;saliv
spotta;loska
sprak;knaster
spraka;knastra
spraka;knastrande
sprakande;knaster
sprallig;lekfull
sprallig;livlig
sprallig;pigg
sprallig;sprudlande
sprallig;upprymd
sprallig;yster
spratt;bus
spratt;påhitt
spratt;skoj
spratt;skämt
spratt;streck
spricka;brista
spricka;gå i bitar
spricka;klyfta
spricka;krackelera
sprida;distribuera
sprida;fördela
sprida;förmedla
sprida;kungöra
sprida;utbilda
sprida;utbreda
sprida;överföra
spridd;gles
spridd;strödd
spridd;utbredd
spridd;utbredning
spridning;distribution
spridning;divergens
spridning;fördelning
spridning;utbredd
spridning;utbredning
spridning;utsträckning
spring;kuta
springa;glipa
springa;kila
springa;kuta
springa;lubba
springa;löpa
springa;rusa
springa;rusha
springa;ränna
springa;skubba
springa;skåra
springa;spurta
springa;öppning
springa efter;jaga
springa fort;rusa
springa fort;rusha
springande;löpande
springare;häst
springpojke;bud
springsjas;bud
springsko;löparsko
sprint;rush
sprinta;kuta
sprit;alkohol
sprit;brännvin
sprit;etanol
sprit;hemkört
sprit;koskenkorva
spritmissbrukare;alkoholist
spritmissbrukare;alkoholmissbrukare
spritmissbrukare;fyllerist
spritmissbrukare;suput
spritta;hoppa
spritta;skutta
sprittande;upprymd
sprudlande;glad
sprudlande;sprallig
sprudlande;strålande
spruta;ejakulera
spruta;injektionsspruta
sprutnål;kanyl
spräcka;överskrida
spröd;bräcklig
spröd;frasig
spröd;klen
spröd;knaprig
spröd;känslig
spröd;skör
spröd;tunn
spröd;ömtålig
språk;tungomål
språka;dryfta
språka;konversera
språka;prata
språka;pratstund
språka;samtal
språka;samtala
språka;småprat
språka;småprata
språka;snacka
språka;tala
språkforskare;lingvist
språklig;lingvistisk
språklig;verbal
språklära;lingvistik
språksam;konversabel
språksam;pratig
språksam;talför
språkvetare;lingvist
språkvetenskap;lingvistik
språng;glapp
språng;hopp
språng;skutt
spränga;detonera
sprängas;explodera
sprängladdning;bomb
språngmarsch;löpning
sprängmedel;sprängämne
sprängning;explosion
sprängämne;sprängmedel
sprätt;snobb
sprättig;snobbig
spurta;springa
spy;kasta upp
spy;kräkas
spy;kräks
spy;lägga pizza
spy;vomera
spya;kräk
spya;kräkning
spydig;fräck
spydig;hånfull
spydig;illvillig
spydig;sarkastisk
spydig;taskig
spydig;uppkäftig
spydighet;pik
spå;förebåda
spå;förutse
spå;förutsäga
spå;sia
spö;piska
spö;smörj
spö;stryk
spöa;ge stryk
spöa;klå
spöa;klå upp
spöa;piska
spöa;prygla
spöa;slå
spöa;slås
spöa;slåss
spöa på;misshandla
späck;fett
späckad;full
späd;klen
späd;liten
späd;ringa
späd;skör
späd;smal
späd;spinkig
späd;tunn
späd;vek
spädbarn;baby
spädbarn;bebis
spädbarn;bäbis
spädbarn;lindebarn
spöka;hemsöka
spöke;ande
spöke;andeväsen
spöke;gast
spöke;vålnad
spökligt;kusligt
spöklik;kuslig
spåkvinna;siare
spåkvinna;sierska
spåman;siare
spån;liten del
spåna;tänka
spänd;ansträngd
spänd;tryckt
spänna;dra åt
spänna;knäppa fast
spänna;strama
spännande;dramatisk
spännande;dynamisk
spännande;fängslande
spännande;gastkramande
spännande;gripande
spännande;hisnande
spännande;rafflande
spänning;gastkramning
spännvidd;omfattning
spännvidd;spann
spånplattor;träfiberplattor
spänstig;elastisk
spänstig;vital
spänt;hårt
spår;avtryck
spår;bana
spår;led
spår;ledtråd
spår;märke
spår;räls
spår;skåra
spår;tecken
spår;vittring
spåra;efterspana
spåra;lokalisera
spöregna;störtregna
spörja;fråga
spärr;block
spärr;blockad
spärr;hinder
spärr;lås
spärra;blocka
spärra;blockera
spärra;hindra
spärra;låsa
spärra;stoppa
spärra;tillbomma
spärra;utesluta
spärra in;låsa in
spärrad;avstängd
spärrad;blockerad
spärrad;förhindrad
spärrad;stoppad
spärrad;svartlistad
spårsinne;väderkorn
spörsmål;fråga
spätta;tjej
stab;personal
stabbig;fet
stabil;balanserad
stabil;bastant
stabil;fast
stabil;gedigen
stabil;kraftig
stabil;orubblig
stabil;rejäl
stabil;robust
stabil;stadig
stabil;stadigt
stabil;trygg
stabilisera;stadga
stabilitet;fasthet
stabilitet;stadga
stabilt;gediget
stackare;krake
stackars;arma
stad;city
stad;stan
stadd;som befinner sig
stadfästa;etablera
stadfästa;fastslå
stadfästa;fastställa
stadfästa;grunda
stadga;bestämmelse
stadga;förordning
stadga;lagfästa
stadga;ordning
stadga;reglemente
stadga;stabilisera
stadga;stabilitet
stadga;stadighet
stadga;stödja
stadgar;regler
stadig;bastant
stadig;fast
stadig;gedigen
stadig;handfast
stadig;korpulent
stadig;oförtruten
stadig;orubblig
stadig;rejäl
stadig;robust
stadig;stabil
stadig;varaktig
stadig;viktbärande
stadighet;stadga
stadigt;stabil
stadigvarande;fortgående
stadigvarande;ihållande
stadigvarande;konstant
stadigvarande;oavbruten
stadigvarande;oomkullrunkelig
stadigvarande;permanent
stadigvarande;ständig
stadium;arena
stadium;fas
stadium;grad
stadium;skede
staga;stötta
stagnera;avta
stake;erektion
stake;kuk
stake;ståfräs
staket;gärdsgård
staket;plank
staket;stängsel
stam;familj
stam;folkgrupp
stam;klan
stam;ras
stam;rör
stam;släkt
stam;stjälk
stam;ätt
stamfader;urfader
stan;city
stan;stad
standar;fana
standar;flagga
standard;klass
standard;norm
standard;ordinär
standard;vanlig
standardisera;normalisera
standardisera;normera
standardisering;normering
standardmått;norm
stank;lukt
stank;odör
stanna;hejda
stanna;stoppa
stanna upp;hejda sig
stansa;perforera
stapel;pelare
stapel;trave
stapla;trava
stappla;linka
stappla;ragla
stappla;vackla
stappla;vingla
stapplande;vacklande
stark;bärkraftig
stark;hållbar
stark;hållfast
stark;kraftfull
stark;markant
stark;robust
stark;solid
stark;strong
stark aggressiv avsky;hat
starkt;forte
starkt;kraftfull
starkt;strongt
starkt intresserad;engagerad
starkt ogilla;hata
start;avstamp
start;begynnelse
start;början
start;igångsättande
start;igångsättning
start;påbörjande
start;upptakt
starta;anträda
starta;begynna
starta;börja
starta;dra igång
starta;grunda
starta;gå av stapeln
starta;igångsättning
starta;initiera
starta;inleda
starta;komma igång
starta;påbörja
starta;slå på
starta;sätta på
starta;upprätta
starta upp;etablera
startklar;beredd
startprocess;uppstart
stass;kläder
stass;utstyrsel
stat;nation
station;anhalt
stationera;inlogera
stationera;placera
stationering;placering
statisk;orörlig
stativ;ställning
statschef;statsöverhuvud
statsöverhuvud;regent
statsöverhuvud;statschef
statsöverhuvud;tsar
status;läge
status;rang
status;ställning
status;tillstånd
stav;käpp
stav;spira
stav;stång
stearinljus;ljus
steg;kliv
steg;moment
stega;kliva
stegra;höja
stegra;intensifiering
stegra;öka
stegring;förhöjning
stegring;höjning
stegring;öka
stegvis;gradvis
stegvis;successiv
stegvis;successivt
steka;bryna
steka;bräcka
stekel;geting
stekhet;het
stekpanna;lagg
steksaft;spad
stel;oböjlig
stel;orörlig
stel;stram
stel;styv
stelhet;styvhet
stelkramp;tetanus
stelna;hårdna
stelna;koagulera
stelna;styvna
stelnat vatten;is
stenblock;klippa
stenblock;klippblock
stenbumling;block
stereo;stereoanläggning
stereoanläggning;stereo
steril;bakteriefri
steril;ofruktbar
stick;dra
stick;sting
sticka;avvika
sticka;bege
sticka;dra
sticka;flisa
sticka;gitta
sticka;peta
sticka;rymma
sticka;sjappa
sticka;smita
sticka ut;profilera
stickande;frän
stickig;taggig
stickling;planta
stift;biskopsdöme
stifta;bilda
stifta;etablera
stifta;fastslå
stifta;skapa
stiftelse;fond
stiftschef;biskop
stiftsföreståndare;biskop
stig;gång
stig;gångstig
stig;led
stig;vandringsled
stiga;avancera
stiga;eskalera
stiga;höja
stiga;kliva
stiga;tillta
stiga;träda
stiga;öka
stiga upp;kliva upp
stigande;tilltagande
stigande;uppgång
stigande;uppåtgående
stigande;växande
stigande;ökande
stigande;ökning
stigning;backe
stigning;hausse
stigning;höjning
stigning;uppförsbacke
stigning;uppgång
stigning;uppåtgående
stigning;ökning
stil;elegans
stil;genre
stil;klass
stil;look
stil;manér
stila;glänsa
stilett;kniv
stilfull;elegant
stilfull;ståtlig
stilhärmning;pastisch
stilhärmning;stilimitation
stilig;chic
stilig;elegant
stilig;fin
stilig;grann
stilig;proper
stilig;snygg
stilig;ståtlig
stilig;tjusig
stilig;vacker
stilimitation;pastisch
stilimitation;stilhärmning
stilla;dämpa
stilla;fast
stilla;fridfull
stilla;fridfullt
stilla;fridsam
stilla;lugn
stilla;lugna
stilla;lugnt
stilla;mildra
stilla;orörlig
stilla;ostörd
stilla;rofylld
stilla;stillastående
stillastående;orörlig
stillastående;stilla
stillastående;stiltje
stillastående;trög
stillhet;frid
stillhet;lugn
stillhet;orörlighet
stillsam;dämpad
stillsam;fridfull
stillsam;fridsam
stillsam;lugn
stillsam;lugna
stillsam;lågmäld
stilren;smakfull
stiltje;bleke
stiltje;lugn
stiltje;stillastående
stiltje;vilande
stiltje;vindstilla
stimma;stoja
stimulans;retning
stimulans;uppmuntran
stimulera;egga
stimulera;främja
stimulera;sporra
stimulera;uppmuntra
sting;stick
stingande;vass
stingslig;lättretlig
stinka;illaluktande
stinka;osa
stinkande;illaluktande
stinn;fullproppad
stirra;bliga
stirra;blänga
stirra;glo
stirra;titta mycket
stirrande;glo
stirrig;nervös
stirrig;uppjagad
stjäla;förskingra
stjäla;knycka
stjäla;norpa
stjäla;palla
stjäla;plundra
stjäla;plundring
stjäla;roffa
stjäla;röva
stjäla;snatta
stjäla;sno
stjäla;ta utan lov
stjäla;tjuva
stjälk;stam
stjälpa;förstöra
stjälpa;kantra
stjälpa;tippa
stjälpa;välta
stjärna;artist
stjärna;asterisk
stjärnbild;konstellation
stjärnkikare;teleskop
stjärt;arsle
stjärt;bak
stjärt;bakdel
stjärt;gump
stjärt;häck
stjärt;rumpa
stjärt;rumpan
stjärt;ända
stjärthål;analöppning
sto;märr
stock;köttspak
stock;påle
stock;timmer
stock;timmerstock
stockholmare;nollåtta
stoff;materia
stoff;material
stoff;pulver
stofil;kuf
stoft;aska
stoft;damm
stoft;pulver
stoj;larm
stoj;lek
stoja;stimma
stolle;fåne
stolle;tok
stollig;fånig
stollig;förryckt
stollig;galen
stollig;idiotisk
stollig;knasig
stollig;knäpp
stollig;löjlig
stollig;rubbad
stollig;tokig
stollig;vrickad
stolpe;pelare
stolpe;påle
stolpe;stång
stolpskott;fadäs
stolpskott;ramträff
stoltsera;briljera
stoltsera;brösta sig
stoltsera;skryta
stomme;grund
stomme;kärna
stomme;skelett
stop;krus
stop;slut
stopp;halt
stopp;uppehåll
stoppa;avblåsa
stoppa;avbryta
stoppa;avsluta
stoppa;avspärra
stoppa;avstyra
stoppa;blockera
stoppa;förhindra
stoppa;hejda
stoppa;hindra
stoppa;sluta
stoppa;spärra
stoppa;stanna
stoppad;spärrad
stoppning;fyllning
stoppning;vaddering
stor;bamse
stor;biff
stor;blaffig
stor;enorm
stor;gigantisk
stor;jätte
stor;kolossal
stor;kraftig
stor;maffig
stor;markant
stor;massiv
stor;mastodontisk
stor;mullig
stor;omfattande
stor;pampig
stor;rejäl
stor;reslig
stor;rymlig
stor;skrovlig
stor;super stor
stor;vidsträckt
stor;voluminös
stor;väldig
stor;yppig
stor byrå;chiffonjé
stor och kraftig;rejäl
storartad;briljant
storartad;enastående
storartad;förträfflig
storartad;glänsande
storartad;grandios
storartad;konungslig
storartad;lysande
storartad;magnifik
storartad;mäktig
storartad;pampig
storartad;pompös
storartad;storslagen
storartad;strålande
storartad;suverän
storartad;utmärkt
storhetsvansinne;hybris
storlek;dimension
storlek;mängd
storlek;omfattning
storleksförhållande;proportion
storm;kraftiga vindar
storma;anfalla
storma;angripa
storma;blåsa hårt
storma;rusa
stormig;tumultartad
stormig;vild
storsint;generös
storsint;överseende
storskryta;skrodera
storslagen;fantastisk
storslagen;grandios
storslagen;grann
storslagen;lysande
storslagen;magnifik
storslagen;majestätisk
storslagen;pompös
storslagen;praktfull
storslagen;storartad
storslagen;storstilad
storslagen;ståtlig
storslagen;sublim
storslagen;superb
storslagen;vidunderlig
storslagen;överdådig
storslagenhet;prakt
storstad;city
storstad;metropol
storstilad;grandios
storstilad;lysande
storstilad;storslagen
stort;grandiost
storvuxen;kraftig
storvuxen;storväxt
storväxt;fet
storväxt;kraftig
storväxt;storvuxen
story;berättelse
story;handling
story;historia
storätare;matvrak
straff;bestraffning
straff;påföljd
straffa;bestraffa
straffa;näpsa
straffa;tukta
straffbar;olaglig
stram;avmätt
stram;stel
stram;tight
stram;åtsittande
strama;spänna
strand;badstrand
strand;beach
strandkant;strandlinje
strandlinje;kust
strandlinje;strandkant
strategi;klokt beräknande
strategi;taktik
strax;bums
strax;inom kort
strax;snart
straxt;snart
streck;linje
streck;linjen
streck;påhitt
streck;rand
streck;spratt
streck;upptåg
strejk;vägran
stress;anspänning
stress;jäkt
stressa;jäkta
stressad;jäktad
streta;dra
streta;gno
streta;kämpa
streta;slita
stretchbar;elastisk
stretchbar;töjbar
strid;batalj
strid;bråk
strid;drabbning
strid;duell
strid;dust
strid;fajt
strid;fejd
strid;kamp
strid;konflikt
strid;krig
strid;sammandrabbning
strid;slag
strid;slagsmål
strid;träta
strid;tvist
strid;tävling
strida;bråka
strida;kamp
strida;kriga
strida;kämpa
strida;slåss
strida;tvist
strida;tvista
strida;utkämpa
stridande;kämpande
stridighet;dispyt
stridighet;konflikt
stridighet;kontrovers
stridsflygplan;jaktplan
stridslysten;aggressiv
stridsman;krigsman
stridsman;militär
stridsman;soldat
stridsrop;anskri
strikt;hård
strikt;noga
strikt;rigorös
strikt;stringent
strikt;sträng
strikt;strängt
strila;rinna
strila;strö
stringent;strikt
stroke;slaganfall
strong;stark
strongt;starkt
stropp;band
stroppig;fisförnäm
stroppig;högfärdig
stroppig;mallig
strosa;flanera
strosa;promenera
strosa;släntra
strosa;spankulera
strosa;spatsera
strosa;ströva
strosa;vandra
struktur;anatomi
struktur;mönster
struktur;ordning
struktur;textur
struktur;uppbyggnad
struktur;vinna
struktur;yta
strukturera;ordna
strukturera;organisera
strul;bekymmer
strul;besvär
strul;krångel
strul;motgång
strul;problem
strula;krångla
strula;missköta sig
strula;slarva
strulig;besvärlig
strulig;krånglig
strulig;problematisk
strulig;rörig
strulig;trasslig
strumpa;fotbeklädnad
strumpa;socka
strumpor;sockar
strunt;gallimatias
strunt;goja
strunt;nonsens
strunt;skitsnack
strunt;skräp
strunt;smörja
strunt;trams
strunta i;banga
strunta i;ignorera
strunta i;negligera
strunta i;nonchalera
strunta i;skippa
strunta i;slopa
struntförnäm;snobbig
struntprat;blaj
struntprat;humbug
struntprat;larv
struntprat;nonsens
struntprat;rappakalja
struntprat;skitsnack
struntprat;smörja
struntprat;snack
struntprat;snicksnack
struntsak;bagatell
struntsak;småsak
strupe;svalg
strut;glasstrut
strut;kon
strutta;gå glatt
stryk;däng
stryk;pisk
stryk;spö
stryka;gnida
stryka;slopa
stryka;ta bort
strykare;luffare
stryktålig;hållbar
strypa tuppen;hand tralla
strö;pudra
strö;strila
sträcka;avstånd
sträcka;bit
sträcka;distans
sträcka;längd
sträcka;räta
sträcka;tänja
sträckning;dragning
sträckning;uttänjning
strödd;spridd
strödd;utspridd
stråla;glänsa
stråla;lysa
stråla;radiera
stråla;skina
stråla;tindra
stråla samman;mötas
strålande;briljant
strålande;fantastisk
strålande;finfin
strålande;förtjusande
strålande;glänsande
strålande;härlig
strålande;lysande
strålande;magnifik
strålande;mästerlig
strålande;skinande
strålande;sprudlande
strålande;storartad
strålande;superb
strålande;suverän
strålande;toppen
strålande;utmärkt
strålbehandling;radioterapi
strålkastare;spotlight
ström;el
ström;elektricitet
ström;flöde
ström;fors
ström;vattenflöde
strömbrytare;relä
strömma;flöda
strömma;forsa
strömma;rinna
strömming;sill
strömning;flöde
sträng;barsk
sträng;hård
sträng;rigorös
sträng;strikt
strängt;strikt
sträv;barsk
sträva;knoga
sträva;kämpa
sträva;strävar
ströva;gå
ströva;promenera
ströva;spatsera
ströva;strosa
ströva;vandra
strävan;ambition
strävan;aspiration
strävar;sträva
strävsam;flitig
strävsam;idog
strävsam;ihärdig
strövtåg;vandring
student;elev
student;fattig
student;studerande
studera;att plugga
studera;inöva
studera;läsa
studera;plugga
studera;undersöka
studera;utforska
studerande;elev
studerande;student
studerar;plugga
studerar;pluggar
studie;granskning
studie;undersökning
studier;plugg
studium;undersökning
studsa;rekylera
studsare;gevär
stuga;fritidshus
stuga;kåk
stuga;säter
stuka;vricka
stuka;vrickning
stuknig;vrickning
stukning;vrickning
stulen;snodd
stum;mållös
stum;tunghäfta
stump;bit
stump;snutt
stumpa;tjej
stund;tag
stund;tillfälle
stund;ögonblick
stundande;förestående
stundom;emellanåt
stundom;ibland
stundtals;alltemellanåt
stundtals;av och till
stundtals;då och då
stundtals;emellanåt
stundtals;ibland
stundvis;ibland
stup;avgrund
stup;brant
stup i ett;ständigt
stup i kvarten;ständigt
stupa;dö
stupa;falla
stupa;förlora
stupa;omkomma
stupa;ramla
stupa;störta
stupa;trilla
stupande;brant
stupfull;as packad
stupfull;redlös
stupid;dum
stursk;obstinat
stuss;bak
stuss;rumpa
stuss;ända
stuva;packa
stycka;dela
stycke;avsnitt
stycke;bit
stycke;del
stycke;fragment
stycke;paragraf
stycke;part
stycke;parti
stycke;pjäs
stygg;elak
stygg;illvillig
stygg;ond
stygg;ondsint
stygg;taskig
stympa;hugga av
stympa;lemlästa
stympa;snoppa
styra;beordra
styra;bestämma
styra;dirigera
styra;dominera
styra;föra
styra;härska
styra;kontrollera
styra;lagstifta
styra;leda
styra;manövrera
styra;ratta
styra;regera
styra;rikta
styra;råda
styra;vägleda
styra över;bemästra
styrande;härskande
styrande;ledande
styrande;regim
styrd;reglerad
styrdon;ratt
styre;befäl
styre;herravälde
styre;ledning
styre;regim
styrelse;ledning
styrelse;ledningsgrupp
styrelse;regim
styrelseledamot;styrelsemedlem
styrelsemedlem;styrelseledamot
styrhjul;ratt
styrka;bekräfta
styrka;belägga
styrka;betyga
styrka;fördel
styrka;intensitet
styrka;intyga
styrka;kraft
styrka;krafter
styrka;ork
styrka;påvisa
styrka;stärka
styrka;verifiera
styrka;vidimera
styrning;management
styv;hård
styv;stel
styv;upprätt
styvhet;stelhet
styvna;hårdna
styvna;stelna
stå bott;bottna
stå fast;bestå
stå på sig;vidhålla
stå sig;håller
stå över;banga
stöd;handledning
stöd;hjälp
stöd;medhåll
stöd;support
städa;feja
städa;göra rent
städa;rengöra
städa;röja
städad;ordentlig
städad;ordningsam
städad;proper
städad;prydlig
städad;skötsam
städad;väluppfostrad
städare;lokalvårdare
stöddig;karsk
stöddig;kaxig
städer;orter
stöder;hjälper
stödja;backa upp
stödja;främja
stödja;gynna
stödja;hjälpa
stödja;spjälka
stödja;sponsra
stödja;stadga
stödja;stötta
stödja;supporta
stödja;sympatisera
stödja;tillstyrka
stödja;underbygga
städning;renhållning
städse;alltid
stående;lodrät
stående;upprätt
stående;varaktig
stående;vertikala
ståfräs;stake
ståfräs;stånd
ståhej;liv
ståhej;spektakel
ståhej;uppståndelse
stök;kaos
stök;oordning
stök;oreda
stök;rabalder
stök;röra
stök;tumult
stökig;bråkig
stökig;oordnad
stökig;rörig
stökighet;oordning
stökigt;oreda
stökigt;råddigt
stålar;klöver
stålar;kosing
stålar;pengar
stöld;tillgrepp
stöld;tjuveri
stöld;zigenare
stålförädling;galvanisering
ställa;placera
ställa in;justera
ställa in;reglera
ställa till;förorsaka
ställa till förfogande;tillhandahålla
ställa upp;hjälpa till
ställbar;justerbar
ställd;förbluffad
ställd;handfallen
ställd;mållös
ställd;paff
ställd;perplex
ställe;ort
ställe;plats
ställe;position
ställföreträdande;ombud
ställföreträdande;vice
ställföreträdare;ersättare
ställföreträdare;inhoppare
ställföreträdare;ombud
ställföreträdare;representant
ställföreträdare;reserv
ställföreträdare;tillfälligt tillförordnad
ställning;befattning
ställning;formation
ställning;läge
ställning;pose
ställning;position
ställning;rang
ställning;rank
ställning;stativ
ställning;status
ställning;ståndpunkt
ställning;synpunkt
ställning;åsikt
ställningstagande;hållning
ställningstagande;ståndpunkt
stålmannen;superman
stämma;klaffa
stämma;möte
stämma;passa
stämma;passa ihop med
stämma;röst
stämma;tona
stämma;åtala
stämma överens;harmoniera
stämma överens;överensstämma
stämning;anda
stämning;atmosfär
stämpel;sigill
stämpla;märka
stämpla;prägla
stöna;flämta
stöna;pusta
stöna;stånka
stönande;jämmer
stånd;erektion
stånd;kast
stånd;klass
stånd;klasstillhörighet
stånd;rang
stånd;samhällsskikt
stånd;ståfräs
ståndaktig;bestämd
ståndaktig;kraftig
ståndaktig;orubblig
ständig;bestående
ständig;evig
ständig;evinnerlig
ständig;fortlöpande
ständig;idelig
ständig;ihållande
ständig;konstant
ständig;kronisk
ständig;oavbruten
ständig;oföränderlig
ständig;oupphörlig
ständig;oupphörligen
ständig;outsinlig
ständig;permanent
ständig;stadigvarande
ständig;varaktig
ständigt;alltid
ständigt;alltjämt
ständigt;för jämnan
ständigt;hela tiden
ständigt;ideligen
ständigt;jämt
ständigt;löna
ständigt;oavbrutet
ständigt;oupphörligen
ständigt;oupphörligt
ständigt;stup i ett
ständigt;stup i kvarten
ständigt;utan uppehåll
ståndpunkt;förhållningssätt
ståndpunkt;hållning
ståndpunkt;inställning
ståndpunkt;position
ståndpunkt;ställning
ståndpunkt;ställningstagande
ståndpunkt;åsikt
stång;påle
stång;ribba
stång;stav
stång;stolpe
stänga;försluta
stänga;sluta
stänga;tillbomma
stänga;tillsluta
stänga;upphöra
stänga av;relegera
stänga till;försluta
stänga ute;utesluta
stängd;sluten
stängd;tillsluten
stängsel;inhägnad
stängsel;staket
stängt;slutet
stänk;fall
stänk;skvätt
stänka;skvalpa
stänka;skvätta
stånka;stöna
stöpa;forma
stör;fisk
stör;käpp
stör;rubbar
störa;besvära
störa;distrahera
störa;irritera
störa;ofreda
störa;rubba
störande;besvärande
störande;besvärlig
störande;irriterande
störande;jobbig
störd;knäpp
störd;korkad
störd;puckad
störd;rubbad
störig;irriterande
störigt;irriterande
stärka;befästa
stärka;bättra
stärka;förbättra
stärka;härda
stärka;rusta
stärka;styrka
störning;distraktion
störning;rubbning
störningar;brus
större del;majoritet
störta;falla
störta;krascha
störta;rasera
störta;stupa
störtregna;spöregna
störtskön;ball
störtskön;helball
störtskön;häftig
störtskön;jättemysig
störtskön;lajban
störtskön;mysig
ståt;prakt
stöt;chock
stöt;knuff
stöt;kupp
stöt;slag
stöt;vindil
stöta;flirta
stöta;flörta
stöta;knuff
stöta;knuffa
stöta;puffa
stöta;putta
stöta;ragga
stöta;skuffa
stöta;slå
stöta;träffa
stöta;törna
stöta ihop;krocka
stöta på;flörta med
stöta på;råka
stöta på;träffa
stötande;oanständig
stötig;ryckig
ståtlig;elegant
ståtlig;grann
ståtlig;magnifik
ståtlig;pampig
ståtlig;praktfull
ståtlig;snygg
ståtlig;stilfull
ståtlig;stilig
ståtlig;storslagen
ståtlig;välväxt
ståtlig;ärevördig
stött;förolämpad
stött;putt
stött;sårad
stötta;främja
stötta;hjälp
stötta;hjälpa
stötta;staga
stötta;stödja
stötta;understödja
stötta;uppmuntra
stötta;uppmuntran
stötta ekonomiskt;subventionera
stötvis;emellanåt
stäv;för
stävja;avstyra
stävja;begränsa
stävja;dämpa
stävja;förhindra
stävja;hejda
stävja;hindra
